Generation	Inchi	Smiles	Pathway
G4	MZNMSGCNMJCVAJ	C(C(C(C(CO)N)NC)O)(O)=O	['C(C(C(C(CO)N)NC)O)(O)=O', ['47287_0', 'Mannich Addition'], 'C(C(C(C(CO)N)O)O)(O)=O', ['1635_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	WYICNMQCWWMNPY	C(C(C(C=O)O)NC)(O)=O	['C(C(C(C=O)O)NC)(O)=O', ['47293_0', 'Mannich Addition'], 'C(C(C(C=O)O)O)(O)=O', ['1641_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	OGOGTIWIRUEXLA	C(C(C(C(O)=O)O)NC)=O	['C(C(C(C(O)=O)O)NC)=O', ['47295_0', 'Mannich Addition'], 'C(C(C(C=O)O)O)(O)=O', ['1641_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	WRWYDUNAZRVKJS	C(CC(C(C(O)=O)O)NC)=O	['C(CC(C(C(O)=O)O)NC)=O', ['47324_0', 'Mannich Addition'], 'C(CC(C(C(O)=O)O)O)=O', ['1654_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	WDTBMWHILKNOKZ	C(C(C(C(C)=O)O)NC)(O)=O	['C(C(C(C(C)=O)O)NC)(O)=O', ['47332_0', 'Mannich Addition'], 'C(C(C(C(C)=O)O)O)(O)=O', ['1658_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	GUQVXGVIVCMDGC	C(C(C(C(CN)O)NC)O)(O)=O	['C(C(C(C(CN)O)NC)O)(O)=O', ['47377_0', 'Mannich Addition'], 'C(C(C(C(CN)O)O)O)(O)=O', ['1678_0', 'Knoevenagel H'], 'C(CO)(O)=O', ['17_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	MGTKMQJMWHAAFB	C(CC(C(O)=O)NC)(CO)=O	['C(CC(C(O)=O)NC)(CO)=O', ['47413_0', 'Mannich Addition'], 'CN', ['1694_0', 'Ketone-Catalyzed Decarboxylation'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	PTOUDCRWRJWFIA	C(C(C(CCNC)=O)O)(O)=O	['C(C(C(CCNC)=O)O)(O)=O', ['47415_0', 'Mannich Addition'], 'CN', ['1694_0', 'Ketone-Catalyzed Decarboxylation'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	GSORUPGMASTDLJ	C(CC(C(CNC)O)=O)(O)=O	['C(CC(C(CNC)O)=O)(O)=O', ['47417_0', 'Mannich Addition'], 'CN', ['1694_0', 'Ketone-Catalyzed Decarboxylation'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	AMWLHCPFISMRGA	C(C(CC(CO)NC)=O)(O)=O	['C(C(CC(CO)NC)=O)(O)=O', ['47419_0', 'Mannich Addition'], 'CN', ['1694_0', 'Ketone-Catalyzed Decarboxylation'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	LVLMFQOIGWSTLU	C1(C(C(C(CO)O1)NC)O)=O	['C1(C(C(C(CO)O1)NC)O)=O', ['47445_0', 'Mannich Addition'], 'CN', ['1694_0', 'Ketone-Catalyzed Decarboxylation'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	GNEIRFDJMKDGCQ	C1(C(C(C(CO1)O)NC)O)=O	['C1(C(C(C(CO1)O)NC)O)=O', ['47451_0', 'Mannich Addition'], 'CN', ['1694_0', 'Ketone-Catalyzed Decarboxylation'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	XNYWDGIDUUMFAI	C(CN)(CCNCCN)=O	['C(CN)(CCNCCN)=O', ['47562_0', 'Mannich Addition'], 'C(CN)(CCO)=O', ['1732_0', 'Strecker Degradation Dicarbonyl, H, H, C, H'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	JIMCCPXNKVQMPE	C1(C(C(CO1)NCCN)O)=O	['C1(C(C(CO1)NCCN)O)=O', ['47822_0', 'Mannich Addition'], 'C(CN)N', ['2210_0', 'Transamination (inverse)'], 'C(CN)=O', ['10_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	FGYFHKJTEPIKJE	C1(C(C(CN1)NCCN)O)=O	['C1(C(C(CN1)NCCN)O)=O', ['47826_0', 'Mannich Addition'], 'C(CN)N', ['2210_0', 'Transamination (inverse)'], 'C(CN)=O', ['10_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	VDRGHPKYBMPFME	C1(CNCC(C1O)N)=O	['C1(CNCC(C1O)N)=O', ['47832_0', 'Mannich Addition'], 'N']
G4	CJVDBERJMKMOOY	C(CC(C(C(CN)O)N)N)=O	['C(CC(C(C(CN)O)N)N)=O', ['47842_0', 'Mannich Addition'], 'N']
G4	XNGZFSALYIBTIV	C(CO)(C(C(C(CO)N)N)O)=O	['C(CO)(C(C(C(CO)N)N)O)=O', ['47844_0', 'Mannich Addition'], 'N']
G4	IVQULNBGYAAAMC	C(CN)(C(C(C(CO)N)N)O)=O	['C(CN)(C(C(C(CO)N)N)O)=O', ['47846_0', 'Mannich Addition'], 'N']
G4	OTCWMBMSWCWDLQ	C(CO)(C(C(C(CO)N)N)N)=O	['C(CO)(C(C(C(CO)N)N)N)=O', ['47848_0', 'Mannich Addition'], 'N']
G4	WQNYEXVSAJKXAS	C(C(C=O)C(C(CO)N)N)=O	['C(C(C=O)C(C(CO)N)N)=O', ['47852_0', 'Mannich Addition'], 'N']
G4	NKUIHFCMQOBNPK	C(C(CC(C(CO)N)N)=O)=O	['C(C(CC(C(CO)N)N)=O)=O', ['47854_0', 'Mannich Addition'], 'N']
G4	RRXNKHVCVBZVRC	C(CC(C(CO)N)N)=O	['C(CC(C(CO)N)N)=O', ['47868_0', 'Mannich Addition'], 'N']
G4	ORBUOMYYFRWRJE	C(CC(C(C(CN)O)O)N)=O	['C(CC(C(C(CN)O)O)N)=O', ['47876_0', 'Mannich Addition'], 'N']
G4	GJNNOJVAGBSVHK	C(CC(C(C(CO)O)N)N)=O	['C(CC(C(C(CO)O)N)N)=O', ['47882_0', 'Mannich Addition'], 'N']
G4	WZIVHBBYOSTYGT	C(C(C(C(CN)=O)O)N)=O	['C(C(C(C(CN)=O)O)N)=O', ['47893_0', 'Mannich Addition'], 'N']
G4	UXHGTEQTNZIJPN	C(C(C(C(CO)=O)N)N)=O	['C(C(C(C(CO)=O)N)N)=O', ['47895_0', 'Mannich Addition'], 'N']
G4	WNVHZRQFXQKEOD	C(C(C(C=O)N)N)(C(CO)O)=O	['C(C(C(C=O)N)N)(C(CO)O)=O', ['47897_0', 'Mannich Addition'], 'N']
G4	RFTHSMAPWRIBGB	C(CC(C(C(CO)=O)O)N)=O	['C(CC(C(C(CO)=O)O)N)=O', ['47920_0', 'Mannich Addition'], 'N']
G4	VBBYBBCTOMBNAH	C(CC(C(C(CN)=O)O)N)=O	['C(CC(C(C(CN)=O)O)N)=O', ['47954_0', 'Mannich Addition'], 'N']
G4	BQCMAHZIWLBWFQ	C(CC(C(C(CO)=O)N)N)=O	['C(CC(C(C(CO)=O)N)N)=O', ['47956_0', 'Mannich Addition'], 'N']
G4	NBSUFYTYQGQUTD	C(CN)(C(C(C)N)O)=O	['C(CN)(C(C(C)N)O)=O', ['47978_0', 'Mannich Addition'], 'N']
G4	AUAMXXAFHJBUCY	C(CO)(C(C(C)N)N)=O	['C(CO)(C(C(C)N)N)=O', ['47980_0', 'Mannich Addition'], 'N']
G4	ZKSCGRZNCUYKSH	C(C(CO)O)(C(C(C)N)N)=O	['C(C(CO)O)(C(C(C)N)N)=O', ['47990_0', 'Mannich Addition'], 'N']
G4	WAOOFQIGUJJEBK	C(CC(C(CO)(CO)O)N)=O	['C(CC(C(CO)(CO)O)N)=O', ['48007_0', 'Mannich Addition'], 'N']
G4	SBAGFKIMLQKJRJ	C(C(C=O)C(C(CN)O)N)=O	['C(C(C=O)C(C(CN)O)N)=O', ['48041_0', 'Mannich Addition'], 'N']
G4	SGWDDLLLKYCXKN	C(CC(C(CN)O)N)=O	['C(CC(C(CN)O)N)=O', ['48103_0', 'Mannich Addition'], 'N']
G4	WXUBYTSPHTZPGD	C(CC(C(C(CO)N)O)N)=O	['C(CC(C(C(CO)N)O)N)=O', ['48105_0', 'Mannich Addition'], 'N']
G4	ZJGBMHXXTXAQIO	C(C(C=O)C(C(CO)O)N)=O	['C(C(C=O)C(C(CO)O)N)=O', ['48111_0', 'Mannich Addition'], 'N']
G4	YUTRFPUDDMXUPG	C(CC(C(CO)O)N)=O	['C(CC(C(CO)O)N)=O', ['48126_0', 'Mannich Addition'], 'N']
G4	OOPGJQLONRQSOE	C(CC(C(C(CO)O)O)N)=O	['C(CC(C(C(CO)O)O)N)=O', ['48132_0', 'Mannich Addition'], 'N']
G4	VDPGKHUPIJNHGB	C(C(C(C(CO)N)N)N)=O	['C(C(C(C(CO)N)N)N)=O', ['48136_0', 'Mannich Addition'], 'N']
G4	GRVUTYHMAROGIO	C(C(C(C(C(CO)O)N)N)N)=O	['C(C(C(C(C(CO)O)N)N)N)=O', ['48139_0', 'Mannich Addition'], 'N']
G4	IEVFMEJALZVHCQ	C(CO)(C(C(CN)N)O)=O	['C(CO)(C(C(CN)N)O)=O', ['48143_0', 'Mannich Addition'], 'N']
G4	YIPSAPWDRIALMF	C(C(C(CN)N)O)(C(CO)O)=O	['C(C(C(CN)N)O)(C(CO)O)=O', ['48145_0', 'Mannich Addition'], 'N']
G4	WNAPZOVTOZIGHA	C(CN)(C(C(CN)N)O)=O	['C(CN)(C(C(CN)N)O)=O', ['48154_0', 'Mannich Addition'], 'N']
G4	ITJYTFVPECHKPX	C(CO)(C(C(CN)N)N)=O	['C(CO)(C(C(CN)N)N)=O', ['48156_0', 'Mannich Addition'], 'N']
G4	FLBJIWQPRPWIJA	C(C(CO)O)(C(C(CN)N)N)=O	['C(C(CO)O)(C(C(CN)N)N)=O', ['48158_0', 'Mannich Addition'], 'N']
G4	VGDAAAFNONKZKB	C(C(C(CO)C(CN)N)=O)=O	['C(C(C(CO)C(CN)N)=O)=O', ['48170_0', 'Mannich Addition'], 'N']
G4	NMLYWNPXLFTKFZ	C(C(C(CC(C=O)O)N)N)=O	['C(C(C(CC(C=O)O)N)N)=O', ['48175_0', 'Mannich Addition'], 'N']
G4	OLVRHTWFKLPPRI	C(C(C(CN)N)C(C=O)O)=O	['C(C(C(CN)N)C(C=O)O)=O', ['48177_0', 'Mannich Addition'], 'N']
G4	SQJJEZVSNQFISK	C(C(C(CO)=O)C(CN)N)=O	['C(C(C(CO)=O)C(CN)N)=O', ['48181_0', 'Mannich Addition'], 'N']
G4	OKCQQSARKHDNKT	C(CC(C(C(CN)N)O)=O)=O	['C(CC(C(C(CN)N)O)=O)=O', ['48183_0', 'Mannich Addition'], 'N']
G4	XTYPFUGLISMJEM	C(C(C(CC(CN)N)=O)O)=O	['C(C(C(CC(CN)N)=O)O)=O', ['48186_0', 'Mannich Addition'], 'N']
G4	AZZUCDVHWPTYAW	C(C(C(C(C(CN)O)N)N)O)=O	['C(C(C(C(C(CN)O)N)N)O)=O', ['48217_0', 'Mannich Addition'], 'N']
G4	YCQIPBRDQRSYSL	C(C(C(C(CO)N)N)O)=O	['C(C(C(C(CO)N)N)O)=O', ['48219_0', 'Mannich Addition'], 'N']
G4	MKNULRZXSBBYKC	C(C(C(C(C(CO)O)N)N)O)=O	['C(C(C(C(C(CO)O)N)N)O)=O', ['48222_0', 'Mannich Addition'], 'N']
G4	LICFQODSDBEBBO	C(C(CO)O)(C(C(CO)N)N)=O	['C(C(CO)O)(C(C(CO)N)N)=O', ['48234_0', 'Mannich Addition'], 'N']
G4	UGYQKNIXBSUEBP	C(C(C(CO)C(CO)N)=O)=O	['C(C(C(CO)C(CO)N)=O)=O', ['48246_0', 'Mannich Addition'], 'N']
G4	MQOIIDLQBLKSJB	C(C(CC(C(C=O)O)N)O)=O	['C(C(CC(C(C=O)O)N)O)=O', ['48251_0', 'Mannich Addition'], 'N']
G4	SSHPPYPTHDPQPS	C(C(C(CC=O)N)(CO)N)=O	['C(C(C(CC=O)N)(CO)N)=O', ['48335_0', 'Mannich Addition'], 'N']
G4	CICDNLGEFZZMDX	C(C(CO)(C(CC=O)N)O)(O)=O	['C(C(CO)(C(CC=O)N)O)(O)=O', ['48351_0', 'Mannich Addition'], 'N']
G4	DCAQOEOSFGXGOA	C(C(CN)(C(CC=O)N)O)=O	['C(C(CN)(C(CC=O)N)O)=O', ['48355_0', 'Mannich Addition'], 'N']
G4	MVSICVCRFSZZPX	C(C(CO)(C(CC=O)N)O)=O	['C(C(CO)(C(CC=O)N)O)=O', ['48365_0', 'Mannich Addition'], 'N']
G4	BSOOJAWXRZNLGT	C(C(C(C(CO)N)N)N)(O)=O	['C(C(C(C(CO)N)N)N)(O)=O', ['48377_0', 'Mannich Addition'], 'N']
G4	NKSXTAZOHBJSFF	C(C(C(C(C(CN)O)O)N)N)(O)=O	['C(C(C(C(C(CN)O)O)N)N)(O)=O', ['48379_0', 'Mannich Addition'], 'N']
G4	VAUVDKQKABFCMD	C(C(C(C(C(CO)O)N)N)N)(O)=O	['C(C(C(C(C(CO)O)N)N)N)(O)=O', ['48381_0', 'Mannich Addition'], 'N']
G4	MVRDZGXLSNMZAD	C(CNCC(C(C(O)=O)N)N)=O	['C(CNCC(C(C(O)=O)N)N)=O', ['48384_0', 'Mannich Addition'], 'N']
G4	ALTIYDJEWSFYKG	C(C(C(C(CO)(CO)O)N)N)(O)=O	['C(C(C(C(CO)(CO)O)N)N)(O)=O', ['48386_0', 'Mannich Addition'], 'N']
G4	DKMAOAIOURDKMO	C(CC(C(C(O)=O)N)N)=O	['C(CC(C(C(O)=O)N)N)=O', ['48388_0', 'Mannich Addition'], 'N']
G4	KFIIALGTZOGTFD	C(CC(C(C(C(O)=O)N)N)O)=O	['C(CC(C(C(C(O)=O)N)N)O)=O', ['48392_0', 'Mannich Addition'], 'N']
G4	BMMKMHMNJBPJIX	C(C(C(CC(C=O)O)N)N)(O)=O	['C(C(C(CC(C=O)O)N)N)(O)=O', ['48394_0', 'Mannich Addition'], 'N']
G4	MRZNNQDOXVFSFV	C(C(C(CC(CO)=O)N)N)(O)=O	['C(C(C(CC(CO)=O)N)N)(O)=O', ['48396_0', 'Mannich Addition'], 'N']
G4	DQHXNKHUUXRIFW	C(C(C(C(C(C)=O)O)N)N)(O)=O	['C(C(C(C(C(C)=O)O)N)N)(O)=O', ['48398_0', 'Mannich Addition'], 'N']
G4	SXGMVGOVILIERA	C(C(C(C)N)N)(O)=O	['C(C(C(C)N)N)(O)=O', ['48400_0', 'Mannich Addition'], 'N']
G4	CQNDBRRXGTVNDS	C(C(C(C(C(CO)N)O)N)N)(O)=O	['C(C(C(C(C(CO)N)O)N)N)(O)=O', ['48403_0', 'Mannich Addition'], 'N']
G4	DEBQSEQWDINPBE	C(C(C(C(C(CN)O)N)N)O)(O)=O	['C(C(C(C(C(CN)O)N)N)O)(O)=O', ['48407_0', 'Mannich Addition'], 'N']
G4	WAKGXSYZXIKNQB	C(C(C(C(CO)N)N)O)(O)=O	['C(C(C(C(CO)N)N)O)(O)=O', ['48409_0', 'Mannich Addition'], 'N']
G4	RQMCDOCZZABKEC	C(C(C(C(C(CN)O)O)N)O)(O)=O	['C(C(C(C(C(CN)O)O)N)O)(O)=O', ['48411_0', 'Mannich Addition'], 'N']
G4	ZWRSSWLXDWSDCM	C(C(C(C(C(CO)O)N)N)O)(O)=O	['C(C(C(C(C(CO)O)N)N)O)(O)=O', ['48413_0', 'Mannich Addition'], 'N']
G4	QWRNFIOEMLFWFI	C(C(C(CC(C=O)O)N)O)(O)=O	['C(C(C(CC(C=O)O)N)O)(O)=O', ['48425_0', 'Mannich Addition'], 'N']
G4	ZUZNNWBBHHIGJK	C(C(C(C(CN)O)N)O)(O)=O	['C(C(C(C(CN)O)N)O)(O)=O', ['48430_0', 'Mannich Addition'], 'N']
G4	LOZNGRZBVVUGDM	C(C(C(C(C(CO)N)O)N)O)(O)=O	['C(C(C(C(C(CO)N)O)N)O)(O)=O', ['48432_0', 'Mannich Addition'], 'N']
G4	PGOZEWOVQWMQNP	C1(C(C(C(CO)O1)N)O)=O	['C1(C(C(C(CO)O1)N)O)=O', ['48481_0', 'Mannich Addition'], 'N']
G4	WZPIFHVCFDVZNJ	C1(C(C(C(C(CO)O)O1)N)O)=O	['C1(C(C(C(C(CO)O)O1)N)O)=O', ['48483_0', 'Mannich Addition'], 'N']
G4	JHWCTKZPNBAMPP	C1(C(C(C(CO1)O)N)O)=O	['C1(C(C(C(CO1)O)N)O)=O', ['48487_0', 'Mannich Addition'], 'N']
G4	UWMWCAUOCJCXCG	C1(C(C(C(C(CO)O1)O)N)O)=O	['C1(C(C(C(C(CO)O1)O)N)O)=O', ['48489_0', 'Mannich Addition'], 'N']
G4	HANAFSJCQWWZHM	C1(C(C(C(C(CO1)O)O)N)O)=O	['C1(C(C(C(C(CO1)O)O)N)O)=O', ['48491_0', 'Mannich Addition'], 'N']
G4	HYQKXFQZOBPEKI	C(C(CNCC(CN)O)O)=O	['C(C(CNCC(CN)O)O)=O', ['48591_0', 'Mannich Addition'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	JKGYBHQSGPBXDX	C(C(C(C(CO)O)NC)O)=O	['C(C(C(C(CO)O)NC)O)=O', ['48923_0', 'Mannich Addition'], 'C(C(C(C(CO)O)O)O)=O', ['27_0', 'Aldol Condensation'], 'C(CO)=O']
G4	JSADEUJXKJUDSA	C(C(C(C=O)NCCO)N)=O	['C(C(C(C=O)NCCO)N)=O', ['49153_0', 'Mannich Addition'], 'C(CN)O', ['57_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	HJNNJZZXDCMKBV	C(CC(CN)NCCO)=O	['C(CC(CN)NCCO)=O', ['49167_0', 'Mannich Addition'], 'C(CN)O', ['57_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	ZVPFUNPQWKXYON	C(C(C(CNCCO)O)=O)=O	['C(C(C(CNCCO)O)=O)=O', ['49210_0', 'Mannich Addition'], 'C(CN)O', ['57_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	JXZNYQPYKKZGLY	C(C)(C(CNCCO)O)=O	['C(C)(C(CNCCO)O)=O', ['49218_0', 'Mannich Addition'], 'C(CN)O', ['57_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	IEUGEAZRZFVAPA	C1(C(C(CO1)NCCO)O)=O	['C1(C(C(CO1)NCCO)O)=O', ['49257_0', 'Mannich Addition'], 'C(CN)O', ['57_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	WDECCDZGARMVIG	C1(C(C(CN1)NCCO)O)=O	['C1(C(C(CN1)NCCO)O)=O', ['49261_0', 'Mannich Addition'], 'C(CN)O', ['57_0', 'Cannizarro 2, HCHO (oxidation)'], 'C=O']
G4	YDPQFUVBHQKQLB	C(C(CNC(CO)CN)O)(O)=O	['C(C(CNC(CO)CN)O)(O)=O', ['49307_0', 'Mannich Addition'], 'C(C(CO)O)(O)=O', ['59_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	OGRDORZUENIOQM	C(C(CNCC(CO)N)O)(O)=O	['C(C(CNCC(CO)N)O)(O)=O', ['49309_0', 'Mannich Addition'], 'C(C(CO)O)(O)=O', ['59_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	NRXLEOZIVDBPBR	C(C(CNCC(CN)O)O)(O)=O	['C(C(CNCC(CN)O)O)(O)=O', ['49323_0', 'Mannich Addition'], 'C(C(CO)O)(O)=O', ['59_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	SGLGECLPMLAYKI	C(C(C(C=O)N)NCC(O)=O)=O	['C(C(C(C=O)N)NCC(O)=O)=O', ['49368_0', 'Mannich Addition'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	LXUCMSKUVRQGLS	C(CC(CN)NCC(O)=O)=O	['C(CC(CN)NCC(O)=O)=O', ['49377_0', 'Mannich Addition'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	QVNASZYPHMZUOA	C(CNCC(C(C=O)=O)O)(O)=O	['C(CNCC(C(C=O)=O)O)(O)=O', ['49406_0', 'Mannich Addition'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	KGOFFKPMSHXGHQ	C(C)(C(CNCC(O)=O)O)=O	['C(C)(C(CNCC(O)=O)O)=O', ['49411_0', 'Mannich Addition'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	FOUKMXDDNWVTFS	C1(C(C(CO1)NCC(O)=O)O)=O	['C1(C(C(CO1)NCC(O)=O)O)=O', ['49436_0', 'Mannich Addition'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	XKHOUGOOTBOAKX	C1(C(C(CN1)NCC(O)=O)O)=O	['C1(C(C(CN1)NCC(O)=O)O)=O', ['49438_0', 'Mannich Addition'], 'C(CN)(O)=O', ['63_0', 'Cannizarro 2, HCHO (reduction)'], 'C=O']
G4	XQILCYMQUUKSQA	C(C(C(C(CO)O)NC)O)(O)=O	['C(C(C(C(CO)O)NC)O)(O)=O', ['49440_0', 'Mannich Addition'], 'C(C(C(C(CO)O)O)O)(O)=O', ['78_0', 'Knoevenagel H'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	GBUGQPMAQQBZKK	C1(C2C(C(CN2)O1)O)O	['C1(C2C(C(CN2)O1)O)O', ['49782_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C1C(C(CN1)O)O)=O', ['112_0', 'Aldol Condensation'], 'C(C(CNCC=O)O)=O', ['100_0', 'Mannich Addition'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	ACZUBBFLEUXTLJ	C(C1C2C(C(C(O)O2)N1)O)O	['C(C1C2C(C(C(O)O2)N1)O)O', ['49784_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C1C(C(C(CO)N1)O)O)=O', ['114_0', 'Aldol Condensation'], 'C(C(C(CO)NCC=O)O)=O', ['102_0', 'Mannich Addition'], 'C(C(C(CO)O)O)=O', ['7_0', 'Aldol Condensation'], 'C(CO)=O']
G4	FZLJLDMJOFEWNG	C1(C(O)OC(C(CO)N)C1)=O	['C1(C(O)OC(C(CO)N)C1)=O', ['49788_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CC(C(CO)N)O)=O)=O', ['134_0', 'Aldol Condensation'], 'C(C(CO)N)=O', ['25_0', 'Aldol Condensation'], 'C=O']
G4	FSYRVVVHBMTZPL	C1(CC(C(C(CN)O)O1)O)O	['C1(CC(C(C(CN)O)O1)O)O', ['49805_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(C(CN)O)O)O)=O', ['154_0', 'Aldol Condensation'], 'C(C(C(CN)O)O)=O', ['31_0', 'Aldol Condensation'], 'C(CO)=O']
G4	CMOTYCNYYIMDBR	C1C(CN)(C(C(CO)(O)O1)O)O	['C1C(CN)(C(C(CO)(O)O1)O)O', ['49822_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CO)(C(C(CO)(CN)O)O)=O', ['199_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['39_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	BITRVGQOJXKTBW	C1C(CO)(C(C(CN)(O)O1)O)O	['C1C(CO)(C(C(CN)(O)O1)O)O', ['49824_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CN)(C(C(CO)(CO)O)O)=O', ['201_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['39_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	AAOFETGIYOONBN	C1C(CO)(C(C(CO)(O)O1)N)O	['C1C(CO)(C(C(CO)(O)O1)N)O', ['49826_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CO)(C(C(CO)(CO)O)N)=O', ['203_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['39_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	FZDQMWVCWXOQLI	C(C1(C(C(C(CN)O1)O)O)O)O	['C(C1(C(C(C(CN)O1)O)O)O)O', ['49881_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CO)(C(C(C(CN)O)O)O)=O', ['249_0', 'Aldol Condensation'], 'C(CO)(CO)=O', ['39_0', 'Keto-enol migration twice'], 'C(C(CO)O)=O', ['5_0', 'Aldol Condensation'], 'C=O']
G4	UHDMVDWFXQXUMY	C1C(CN)(C(C(CN)(O)O1)O)O	['C1C(CN)(C(C(CN)(O)O1)O)O', ['49901_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CN)(C(C(CO)(CN)O)O)=O', ['275_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	MXEHSYMCAMUSSB	C1C(CN)(C(C(CO)(O)O1)N)O	['C1C(CN)(C(C(CO)(O)O1)N)O', ['49903_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CO)(C(C(CO)(CN)O)N)=O', ['277_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	URIHWVABFGZJJB	C(CN)(C1C(CC(O1)O)O)=O	['C(CN)(C1C(CC(O1)O)O)=O', ['49907_0', 'Hemiacetal Formation for 5 membered rings'], 'C(CC(C(C(CN)=O)O)O)=O', ['285_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	QFYWCUDWRPHYAQ	C(C1C(O)OCC1(CN)O)=O	['C(C1C(O)OCC1(CN)O)=O', ['49909_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(C=O)C(CO)(CN)O)=O', ['289_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	QYGGXIJMCJXQID	C(C1(CC(CO1)(CN)O)O)=O	['C(C1(CC(CO1)(CN)O)O)=O', ['49911_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CC(CO)(CN)O)=O)=O', ['299_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	XWBDTJFTKCWEKS	C1(C(O)OC(CO)(CN)C1)=O	['C1(C(O)OC(CO)(CN)C1)=O', ['49913_0', 'Hemiacetal Formation for 5 membered rings'], 'C(C(CC(CO)(CN)O)=O)=O', ['299_0', 'Aldol Condensation'], 'C(CO)(CN)=O', ['47_0', 'Amadori/Heyns Rearrangement'], 'N']
