Generation	Inchi	Smiles	Pathway
G4	VHKZTZNAJIEMJI	C(C(C(CC(CN)O)N)O)=O	['C(C(C(CC(CN)O)N)O)=O', ['78730_0', 'Transamination (inverse)'], 'C(C(C(CC(CN)O)=O)O)=O', ['869_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['61_0', 'Retro Aldol'], 'C(C(C(CC(CO)O)=O)O)=O', ['18_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	CSEJYBPYMYFCSB	C(C(C(C(C(C)N)O)O)N)=O	['C(C(C(C(C(C)N)O)O)N)=O', ['78744_0', 'Transamination (inverse)'], 'C(C(C(C(C(C)=O)O)O)N)=O', ['871_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['61_0', 'Retro Aldol'], 'C(C(C(CC(CO)O)=O)O)=O', ['18_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	PFOGVFUPUNQKIT	C(C(C(C)(C(CN)N)O)O)=O	['C(C(C(C)(C(CN)N)O)O)=O', ['78760_0', 'Transamination (inverse)'], 'C(C(C(C)(C(C=O)O)O)N)=O', ['873_0', 'Aldol Condensation'], 'C(C(C(C)=O)O)=O', ['61_0', 'Retro Aldol'], 'C(C(C(CC(CO)O)=O)O)=O', ['18_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	VKGMEBASZJOSIB	C(C(C(CO)C(CO)N)O)=O	['C(C(C(CO)C(CO)N)O)=O', ['78832_0', 'Transamination (inverse)'], 'C(CO)(C(CO)C(C=O)O)=O', ['883_0', 'Aldol Condensation'], 'C(C=O)=O', ['64_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BIUQZKAWVVXJMF	C(C(C(CN)C(C=O)O)O)=O	['C(C(C(CN)C(C=O)O)O)=O', ['78847_0', 'Transamination (inverse)'], 'C(C(C(C=O)C(C=O)O)O)=O', ['888_0', 'Aldol Condensation'], 'C(C=O)=O', ['64_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ISSAMKCBRODNJC	C(CC(C(CO)O)N)O	['C(CC(C(CO)O)N)O', ['78903_0', 'Transamination (inverse)'], 'C(C(CO)O)(CCO)=O', ['897_0', 'Aldol Condensation'], 'C(C)(C(CO)O)=O', ['64_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	CNZKAJJIYLTZGR	CC(CC(C(CO)O)N)O	['CC(CC(C(CO)O)N)O', ['78950_0', 'Transamination (inverse)'], 'C(C(CO)O)(CC(C)O)=O', ['907_0', 'Aldol Condensation'], 'C(C)(C(CO)O)=O', ['64_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	HFURFZMIKFXTLR	CC(CCN)(C(CO)O)O	['CC(CCN)(C(CO)O)O', ['78958_0', 'Transamination (inverse)'], 'C(CC(C)(C(CO)O)O)=O', ['909_0', 'Aldol Condensation'], 'C(C)(C(CO)O)=O', ['64_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	QHDFUBNXRWEKPA	C(C(C(CC(CN)O)N)O)O	['C(C(C(CC(CN)O)N)O)O', ['78966_0', 'Transamination (inverse)'], 'C(C(CO)O)(CC(CN)O)=O', ['911_0', 'Aldol Condensation'], 'C(C)(C(CO)O)=O', ['64_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MKUPVQXOTVFSFL	CC(C(CO)O)(C(CN)N)O	['CC(C(CO)O)(C(CN)N)O', ['78974_0', 'Transamination (inverse)'], 'C(C(C(C)(C(CO)O)O)N)=O', ['913_0', 'Aldol Condensation'], 'C(C)(C(CO)O)=O', ['64_0', 'Retro Aldol'], 'C(CC(C=O)O)(C(CO)O)=O', ['20_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ULRMEXOECDFRIS	C(C(CO)C(CO)N)O	['C(C(CO)C(CO)N)O', ['79117_0', 'Transamination (inverse)'], 'C(CO)(C(CO)CO)=O', ['936_0', 'Aldol Condensation'], 'C=O']
G4	VIHDBRMMNHIKEK	C(C(C(CO)CN)O)=O	['C(C(C(CO)CN)O)=O', ['79126_0', 'Transamination (inverse)'], 'C(C(CO)C(C=O)O)=O', ['941_0', 'Aldol Condensation'], 'C=O']
G4	SFDRBUOVLMEECP	C(C(C(C(CO)O)N)O)O	['C(C(C(C(CO)O)N)O)O', ['79148_0', 'Transamination (inverse)'], 'C(C(CO)O)(C(CO)O)=O', ['945_0', 'Aldol Condensation'], 'C=O']
G4	HPGQGFIGUGXJLA	C(C(C(C(CO)O)N)N)O	['C(C(C(C(CO)O)N)N)O', ['79349_0', 'Transamination (inverse)'], 'C(C(CO)O)(C(CO)N)=O', ['977_0', 'Aldol Condensation'], 'C=O']
G4	FTKOBSLCBCCPIR	C(C(CCN)O)(CCO)=O	['C(C(CCN)O)(CCO)=O', ['80675_0', 'Transamination (inverse)'], 'C(CC(C(CCO)=O)O)=O', ['1156_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['69_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	FAODPDIYGRCYOJ	C(C(CCO)(CCN)O)=O	['C(C(CCO)(CCN)O)=O', ['80690_0', 'Transamination (inverse)'], 'C(C(CCO)(CC=O)O)=O', ['1158_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['69_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	IQTOVPGJBSQRBR	C(C(CCO)(C(CN)N)O)=O	['C(C(CCO)(C(CN)N)O)=O', ['80719_0', 'Transamination (inverse)'], 'C(C(CCO)(C(C=O)N)O)=O', ['1163_0', 'Aldol Condensation'], 'C(C(CCO)=O)=O', ['69_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	JDSNRHGMASUEOR	CC(C(C(CCO)N)O)O	['CC(C(C(CCO)N)O)O', ['80795_0', 'Transamination (inverse)'], 'C(C(C(C)O)O)(CCO)=O', ['1177_0', 'Aldol Condensation'], 'C(CO)(CCO)=O', ['71_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	XSOKJTADOXOEAA	CC(C(CO)C(CO)N)O	['CC(C(CO)C(CO)N)O', ['80803_0', 'Transamination (inverse)'], 'C(CO)(C(CO)C(C)O)=O', ['1179_0', 'Aldol Condensation'], 'C(CO)(CCO)=O', ['71_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	XJCLTOCBKFZUMY	C(C(CCO)(CCN)O)O	['C(C(CCO)(CCN)O)O', ['80811_0', 'Transamination (inverse)'], 'C(CC(CO)(CCO)O)=O', ['1181_0', 'Aldol Condensation'], 'C(CO)(CCO)=O', ['71_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	WUHHDRYNIDMSRS	C(CC(C(C(CN)O)O)N)O	['C(CC(C(C(CN)O)O)N)O', ['80819_0', 'Transamination (inverse)'], 'C(C(C(CN)O)O)(CCO)=O', ['1183_0', 'Aldol Condensation'], 'C(CO)(CCO)=O', ['71_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SQRYSDSPVKRZDD	C(C(C(CO)C(CN)O)N)O	['C(C(C(CO)C(CN)O)N)O', ['80827_0', 'Transamination (inverse)'], 'C(CO)(C(CO)C(CN)O)=O', ['1185_0', 'Aldol Condensation'], 'C(CO)(CCO)=O', ['71_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	NONVGHMHZZQXTE	C(C(CCO)(C(CN)N)O)O	['C(C(CCO)(C(CN)N)O)O', ['80835_0', 'Transamination (inverse)'], 'C(C(C(CO)(CCO)O)N)=O', ['1187_0', 'Aldol Condensation'], 'C(CO)(CCO)=O', ['71_0', 'Retro Aldol'], 'C(C(C(C=O)O)O)(CCO)=O', ['22_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	AFARKSVYAFIBAP	CC(CO)(CC(CO)N)O	['CC(CO)(CC(CO)N)O', ['80984_0', 'Transamination (inverse)'], 'C(CO)(CC(CO)(C)O)=O', ['1209_0', 'Aldol Condensation'], 'C(C)(CO)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SWVUQZGXFBPETF	CC(CC(CO)N)O	['CC(CC(CO)N)O', ['81075_0', 'Transamination (inverse)'], 'C(CO)(CC(C)O)=O', ['1225_0', 'Aldol Condensation'], 'C(C)(CO)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	JYFNMVUBSSKMTJ	CC(CO)(CCN)O	['CC(CO)(CCN)O', ['81091_0', 'Transamination (inverse)'], 'C(CC(C)(CO)O)=O', ['1229_0', 'Aldol Condensation'], 'C(C)(CO)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	OMNZONOTVLRDMA	C(C(CC(CN)O)N)O	['C(C(CC(CN)O)N)O', ['81123_0', 'Transamination (inverse)'], 'C(CO)(CC(CN)O)=O', ['1237_0', 'Aldol Condensation'], 'C(C)(CO)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ZAWXVLXRUKZOMO	CC(C(C(CN)O)O)N	['CC(C(C(CN)O)O)N', ['81131_0', 'Transamination (inverse)'], 'C(C)(C(C(CN)O)O)=O', ['1239_0', 'Aldol Condensation'], 'C(C)(CO)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	DCAZIZCOORIYMX	CC(CO)(C(CN)N)O	['CC(CO)(C(CN)N)O', ['81139_0', 'Transamination (inverse)'], 'C(C(C(C)(CO)O)N)=O', ['1241_0', 'Aldol Condensation'], 'C(C)(CO)=O', ['77_0', 'Retro Aldol'], 'C(C(C(CC(CO)=O)O)O)=O', ['24_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	CPOVJDBPYBXVIS	C(C(C(CN)C(C)O)O)=O	['C(C(C(CN)C(C)O)O)=O', ['81188_0', 'Transamination (inverse)'], 'C(C(C(C)O)C(C=O)O)=O', ['1253_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['81_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SMUCPLZXMXELFR	C(CC(C(CCN)O)O)=O	['C(CC(C(CCN)O)O)=O', ['81202_0', 'Transamination (inverse)'], 'C(CC(C(CC=O)O)O)=O', ['1255_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['81_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YFXAILIEGGCADX	C(C(CC(CCN)O)O)=O	['C(C(CC(CCN)O)O)=O', ['81211_0', 'Transamination (inverse)'], 'C(CC(CC(C=O)O)O)=O', ['1257_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['81_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YZDOINJNSHJAKI	C(C(C(CN)C(CN)O)O)=O	['C(C(C(CN)C(CN)O)O)=O', ['81226_0', 'Transamination (inverse)'], 'C(C(C(CN)O)C(C=O)O)=O', ['1259_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['81_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	LBHIBEJZUOFEHJ	C(C(C(C(CCN)O)O)N)=O	['C(C(C(C(CCN)O)O)N)=O', ['81240_0', 'Transamination (inverse)'], 'C(CC(C(C(C=O)N)O)O)=O', ['1261_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['81_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	GNGCYEOROGZSGU	C(CC(C(C(CN)N)O)O)=O	['C(CC(C(C(CN)N)O)O)=O', ['81242_0', 'Transamination (inverse)'], 'C(CC(C(C(C=O)N)O)O)=O', ['1261_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['81_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MIKPVUBUINXOSI	C(C(CC(C(CN)N)O)O)=O	['C(C(CC(C(CN)N)O)O)=O', ['81257_0', 'Transamination (inverse)'], 'C(C(C(CC(C=O)O)O)N)=O', ['1263_0', 'Aldol Condensation'], 'C(CC(C=O)O)=O', ['81_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	APBASJAUUJUWJJ	C(C(C(CO)(CCN)O)O)O	['C(C(C(CO)(CCN)O)O)O', ['81293_0', 'Transamination (inverse)'], 'C(CC(CO)(C(CO)O)O)=O', ['1270_0', 'Aldol Condensation'], 'C(C)=O', ['84_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SZMSONOGWRCLNP	CC(C(C(C(CO)O)N)O)O	['CC(C(C(C(CO)O)N)O)O', ['81301_0', 'Transamination (inverse)'], 'C(C(C(C)O)O)(C(CO)O)=O', ['1272_0', 'Aldol Condensation'], 'C(C)=O', ['84_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	HXMVNCMPQGPRLN	C(C(CCN)O)N	['C(C(CCN)O)N', ['81309_0', 'Transamination (inverse)'], 'C(CC(CN)O)=O', ['1274_0', 'Aldol Condensation'], 'C(C)=O', ['84_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	HHZAHYUACNWGAQ	CC(C(CN)N)O	['CC(C(CN)N)O', ['81317_0', 'Transamination (inverse)'], 'C(C(C(C)O)N)=O', ['1276_0', 'Aldol Condensation'], 'C(C)=O', ['84_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	YKONOZDSZVJTTE	C(C(C(CN)(CCN)O)O)O	['C(C(C(CN)(CCN)O)O)O', ['81325_0', 'Transamination (inverse)'], 'C(CC(CN)(C(CO)O)O)=O', ['1278_0', 'Aldol Condensation'], 'C(C)=O', ['84_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	WOGJEHUBLSNTKI	CC(C(C(C(CO)O)N)N)O	['CC(C(C(C(CO)O)N)N)O', ['81333_0', 'Transamination (inverse)'], 'C(C(CO)O)(C(C(C)O)N)=O', ['1280_0', 'Aldol Condensation'], 'C(C)=O', ['84_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	IHWFJJIENZRQIB	C(C(C(C(CCN)O)O)N)O	['C(C(C(C(CCN)O)O)N)O', ['82928_0', 'Transamination (inverse)'], 'C(CC(C(C(CO)N)O)O)=O', ['1431_0', 'Aldol Condensation'], 'C(C)=O', ['84_0', 'Retro Aldol'], 'C(CC(C(C(C=O)O)O)O)=O', ['28_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	NIRFLDZJGPXMJZ	C(C(C(C(C(CN)O)O)N)O)O	['C(C(C(C(C(CN)O)O)N)O)O', ['82936_0', 'Transamination (inverse)'], 'C(C(C(CN)O)O)(C(CO)O)=O', ['1433_0', 'Aldol Condensation'], 'C(CO)(C(CO)O)=O', ['87_0', 'Keto-enol migration twice'], 'C(C(C(CO)O)O)=O', ['5_0', 'Retro Aldol'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	NZWGQUSFUSJDJN	C(C(C(CO)O)(C(CN)N)O)O	['C(C(C(CO)O)(C(CN)N)O)O', ['82944_0', 'Transamination (inverse)'], 'C(C(C(CO)(C(CO)O)O)N)=O', ['1435_0', 'Aldol Condensation'], 'C(CO)(C(CO)O)=O', ['87_0', 'Keto-enol migration twice'], 'C(C(C(CO)O)O)=O', ['5_0', 'Retro Aldol'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BRKJWNVSGUAKCJ	C(C(C(CN)O)N)N	['C(C(C(CN)O)N)N', ['82952_0', 'Transamination (inverse)'], 'C(C(C(CN)O)N)=O', ['1437_0', 'Aldol Condensation'], 'C(CN)=O', ['120_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	OUAIKKQIXOSJAN	C(C(C(CN)(C(CN)N)O)O)O	['C(C(C(CN)(C(CN)N)O)O)O', ['82960_0', 'Transamination (inverse)'], 'C(C(C(CN)(C(CO)O)O)N)=O', ['1439_0', 'Aldol Condensation'], 'C(CN)=O', ['120_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	IILQKBQMLNTEDS	C(C(C(C(C(CN)O)N)N)O)O	['C(C(C(C(C(CN)O)N)N)O)O', ['82968_0', 'Transamination (inverse)'], 'C(C(CO)O)(C(C(CN)O)N)=O', ['1441_0', 'Aldol Condensation'], 'C(CN)=O', ['120_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	YYGXHQYAFCLXRK	C(C(C(C(C(CN)N)O)O)N)O	['C(C(C(C(C(CN)N)O)O)N)O', ['82976_0', 'Transamination (inverse)'], 'C(C(C(C(C(CO)N)O)O)N)=O', ['1443_0', 'Aldol Condensation'], 'C(CN)=O', ['120_0', 'Amadori/Heyns Rearrangement'], 'N']
G4	LUSNDMPUEBGVAA	C(C(CN)(C(CN)O)O)O	['C(C(CN)(C(CN)O)O)O', ['83005_0', 'Transamination (inverse)'], 'C(C(C(CO)(CN)O)O)=O', ['1451_0', 'Aldol Condensation'], 'C(CO)=O']
G4	VKOZKMVMYZOMJJ	C(C(C(CO)O)C(CO)N)=O	['C(C(C(CO)O)C(CO)N)=O', ['83070_0', 'Transamination (inverse)'], 'C(C(C(CO)=O)C(CO)O)=O', ['1465_0', 'Aldol Condensation'], 'C(CO)=O']
G4	XBXJEOFUSKCNJB	CC(C(CO)O)(C(CN)O)O	['CC(C(CO)O)(C(CN)O)O', ['83091_0', 'Transamination (inverse)'], 'C(C(C(C)(C(CO)O)O)O)=O', ['1473_0', 'Aldol Condensation'], 'C(CO)=O']
G4	PCIIUCCFVYGDIU	C(C(CCO)(C(CN)O)O)O	['C(C(CCO)(C(CN)O)O)O', ['83172_0', 'Transamination (inverse)'], 'C(C(C(CO)(CCO)O)O)=O', ['1489_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BMQMENBQIUVKLY	C(C(C(CO)C(CO)O)N)O	['C(C(C(CO)C(CO)O)N)O', ['83180_0', 'Transamination (inverse)'], 'C(CO)(C(CO)C(CO)O)=O', ['1492_0', 'Aldol Condensation'], 'C(CO)=O']
G4	IQVAQUZOESVSKW	CC(CO)(C(CN)O)O	['CC(CO)(C(CN)O)O', ['83225_0', 'Transamination (inverse)'], 'C(C(C(CO)(C)O)O)=O', ['1501_0', 'Aldol Condensation'], 'C(CO)=O']
G4	JZPKWUUWDFAHGD	C(C(CC(CO)N)O)O	['C(C(CC(CO)N)O)O', ['83233_0', 'Transamination (inverse)'], 'C(CO)(CC(CO)O)=O', ['1503_0', 'Aldol Condensation'], 'C(CO)=O']
G4	QJSILBIOBIEOLU	C(C(C(CN)C(CO)O)O)=O	['C(C(C(CN)C(CO)O)O)=O', ['83250_0', 'Transamination (inverse)'], 'C(C(C(CO)O)C(C=O)O)=O', ['1509_0', 'Aldol Condensation'], 'C(CO)=O']
G4	BSLCSFCXSUCFQN	CC(C(CN)O)O	['CC(C(CN)O)O', ['83271_0', 'Transamination (inverse)'], 'C(C(C(C)O)O)=O', ['1513_0', 'Aldol Condensation'], 'C(CO)=O']
G4	ARZSRJNMSIMAKS	C(C(CCN)O)O	['C(C(CCN)O)O', ['83279_0', 'Transamination (inverse)'], 'C(CC(CO)O)=O', ['1515_0', 'Aldol Condensation'], 'C(CO)=O']
G4	HYXRUUHQXNAFAJ	C(C(C(CN)O)O)N	['C(C(C(CN)O)O)N', ['83294_0', 'Transamination (inverse)'], 'C(C(C(CN)O)O)=O', ['1520_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SBISYUYKFQBHEF	C(C(C(CN)N)O)O	['C(C(C(CN)N)O)O', ['83302_0', 'Transamination (inverse)'], 'C(C(C(CO)O)N)=O', ['1522_0', 'Aldol Condensation'], 'C(CO)=O']
G4	WYHWSFKNVGGHRZ	C(C(C(CN)(C(CN)O)O)O)O	['C(C(C(CN)(C(CN)O)O)O)O', ['83310_0', 'Transamination (inverse)'], 'C(C(C(CN)(C(CO)O)O)O)=O', ['1524_0', 'Aldol Condensation'], 'C(CO)=O']
G4	MEDIJBCVWSYROA	C(C(C(C(C(CN)O)O)O)N)O	['C(C(C(C(C(CN)O)O)O)N)O', ['83325_0', 'Transamination (inverse)'], 'C(C(C(C(C(CO)N)O)O)O)=O', ['1528_0', 'Aldol Condensation'], 'C(CO)=O']
G4	SELZHNNSHBNZNM	C(C(CC(CCO)N)O)(O)=O	['C(C(CC(CCO)N)O)(O)=O', ['83436_0', 'Transamination (inverse)'], 'C(CC(C(O)=O)O)(CCO)=O', ['1566_0', 'Benzilic Acid Rearrangement'], 'O']
G4	RCNFVFLCDQYXFC	C(C(CCC(CO)N)O)(O)=O	['C(C(CCC(CO)N)O)(O)=O', ['83444_0', 'Transamination (inverse)'], 'C(C(CCC(CO)=O)O)(O)=O', ['1568_0', 'Benzilic Acid Rearrangement'], 'O']
G4	OFKRFBDIJDHCFL	C(C(CC(CCN)O)O)(O)=O	['C(C(CC(CCN)O)O)(O)=O', ['83460_0', 'Transamination (inverse)'], 'C(CC(CC(C(O)=O)O)O)=O', ['1572_0', 'Benzilic Acid Rearrangement'], 'O']
G4	NAAZDLQPZZQESK	C(C(CCO)(CCN)O)(O)=O	['C(C(CCO)(CCN)O)(O)=O', ['83468_0', 'Transamination (inverse)'], 'C(C(CCO)(CC=O)O)(O)=O', ['1574_0', 'Benzilic Acid Rearrangement'], 'O']
G4	YPRNVCUBSGRVOH	C(C(C)(CC(CN)O)O)(O)=O	['C(C(C)(CC(CN)O)O)(O)=O', ['83476_0', 'Transamination (inverse)'], 'C(C(C)(CC(C=O)O)O)(O)=O', ['1576_0', 'Benzilic Acid Rearrangement'], 'O']
G4	UFIVFDZDJSOJPJ	C(CO)(C(CCN)O)=O	['C(CO)(C(CCN)O)=O', ['83659_0', 'Transamination (inverse)'], 'C(CC(C(CO)=O)O)=O', ['1624_0', 'Retro Aldol'], 'C(CC(C(C(CO)O)=O)O)=O', ['94_0', 'Keto-enol migration twice'], 'C(CC(C(C(CO)O)O)=O)=O', ['16_0', 'Elimination + enol to keto'], 'C(C(C(C(C(CO)O)O)O)O)=O', ['45_0', 'Aldol Condensation'], 'C(CO)=O']
